category1;category2;السياق بأكمله;المتوقع
everyday_situation general_knowledge;LearningandEducation;بعد أن أنهى دراسته الثانوية، قرر أن يواصل تعليمه العالي.في بداية السنة الدراسية التحق ب [MASK].;الجامعة
everyday_situation general_knowledge;LearningandEducation;استعدت ريم جيدًا خلال الأسابيع الماضية و راجعت دروسها.على الساعة التاسعة كان لديها اول [MASK].;امتحان اختبار
everyday_situation general_knowledge;LearningandEducation;كان الطالب يبحث بين رفوف الكتب المليئة بالموسوعات والمراجع العلمية في القسم الخاص بالتاريخ.قضى ساعات طويلة في [MASK].;المكتبة قراءة البحث
everyday_situation general_knowledge;LearningandEducation;بدأ الطلاب في الانتباه عندما بدأ الاستاذ في الكلام.استمتعوا كثيرا ب [MASK].;الدرس الحصة المحاضرة
everyday_situation general_knowledge;LearningandEducation;كانت نادين تتحدث باستخدام كلمات لم تكن مألوفة لصديقتها.كانت نادين تتقن الحديث بعدة [MASK].;لغات
general_knowledge;LearningandEducation;لجأت المعلمة إلى وسائل تعليمية غير تقليدية، فحولت الفصل إلى مسرح صغير حيث يلعب الطلاب أدوار الشخصيات التاريخية.كانت للمعلمة خلفية [MASK].;فنية مسرحية
everyday_situation general_knowledge;LearningandEducation;بعد اجتيازه للامتحان بنجاح، استلم خالد وثيقة تعترف بقدرته على أداء المهام المطلوبة.كان يمتلك العديد من [MASK].;الشهادات المهارات المؤهلات
general_knowledge;LearningandEducation;كرس العالم سنوات عمره داخل جدران المختبر، يختبر النظريات ويكرر التجارب بلا ملل، مسجّلاً أدق التفاصيل في دفترملاحظاته المُذهّب.قضى معظم حياته في مجال [MASK].;البحث طلب
everyday_situation general_knowledge;WorkandOccupation;كان الجميع يشعر بالقلق عندما أصيب محمد بألم شديد في بطنه.عند طلوع الشمس ذهب الى [MASK].;الطبيب
general_knowledge;WorkandOccupation;كانت المشاريع الجديدة تتطلب تخطيطاً دقيقاً وبناءً محكماً.كانت مهنة عمر هي [MASK].;مهندس الهندسة
everyday_situation general_knowledge;WorkandOccupation;تحدثت رنا عن أهمية التعلم والتوجيه في المدرسة.كانت رنا تمارس مهنة [MASK].;المعلم التعليم التدريس
everyday_situation general_knowledge;WorkandOccupation;كان يخلط المكونات بمهارة، يتحكم في درجة حرارة الفرن، ويقدم الأطباق بتزيين مميز.اشتهر المطعم بسبب مهارة [MASK].;الطباخ الطاهي الشيف
general_knowledge;WorkandOccupation;كان يدرس ملف القضية بعناية، يجمع الأدلة، ويعد المرافعات القانونية للدفاع عن موكله.كان اشهر [MASK].;محامي محامٍ
everyday_situation general_knowledge;WorkandOccupation;كان يحرث الأرض باكراً، يزرع البذور، ويروي المحاصيل كل صباح.كان سكان القرية يشترون الخضروات الطازجة مباشرة من عند [MASK].;المزارع الفلاح
everyday_situation general_knowledge;WorkandOccupation;كان الجميع يتحدث عن الخبر العاجل الذي نشرته الصحف.كان احمد من كتبه، لانه كان [MASK].;الصحفي المراسل
everyday_situation general_knowledge;WorkandOccupation;كانت الألوان تتناثر في الاستوديو، وكان الصوت الصادر من فرشاته يملأ المكان.كان يضع لمسات الأخيرة، إنه [MASK].;الفنان الرسام
everyday_situation;WorkandOccupation;كانت الحافلة تتحرك ببطء في الطريق المزدحم، وكان الركاب يتحدثون عن رحلتهم.كانت الموسيقى عالية فطلبو من [MASK].;السائق
everyday_situation general_knowledge;WorkandOccupation;كانت المستشفى مليئة بالأصوات والأشخاص الذين يبحثون عن المساعدة من دون ان يجدوها.كان هذا بسبب وجود القليل من [MASK].;الممرضين الاطباء الطاقم
everyday_situation general_knowledge;WorkandOccupation;كانت الأوراق متناثرة على مكتبه تحمله فصول روايته، وبينها مسودات مليئة بالأفكار.جلس أمام جهاز الكمبيوتر، إنه [MASK].;الكاتب
everyday_situation general_knowledge;WorkandOccupation;كان المكتب مليئًا بأوراق التصميم ورسومات الموديلات المختلفة.كان يراجع الألوان والتفاصيل، إنه [MASK].;المصمم مصمم
general_knowledge;WorkandOccupation;أمضى أحمد سنوات طويلة في دراسة الأحياء والتشريح وحضر دورات في علاج الأمراض.وبعد تخرجه من الكلية بدا مسيرته ك [MASK].;طبيب
general_knowledge;WorkandOccupation;كان ياسر منذ الصغر يعشق تصميم الجسور والمباني على الورق.وعندما أنهى دراسته الجامعية بدأ عمله كـ [MASK].;مهندس
everyday_situation general_knowledge;WorkandOccupation;أحبت سارة مساعدة زملائها على فهم الدروس وكانت تشرح لهم بطرق مبتكرة.بعد التخرج من الكلية عملت ك [MASK].;مدرّسة معلمة استاذة
everyday_situation general_knowledge;WorkandOccupation;يستيقظ مبكرًا ليلتحق بورشة مليئة بالآلات الثقيلة وأصوات الطرق.هناك يقضي يومه يعمل كـ [MASK].;عامل حرفي حداد
everyday_situation general_knowledge;WorkandOccupation;كان يقضي وقته في رعاية المرضى وطمأنتهم أثناء علاجهم.منذ سنة التحق للمستشفى ك [MASK].;ممرّض
everyday_situation general_knowledge;WorkandOccupation;كان أحمد منذ صغره يجرب وصفات الكعك والبسكويت ويقدمها في المناسبات.افتتح متجر [MASK].;حلواني حلويات
everyday_situation general_knowledge;WorkandOccupation;كان يقضي يومه في ترتيب الفواكه والخضروات وجذب الزبائن.كان يعرف بانه افضل [MASK].;بائع تاجر
general_knowledge;WorkandOccupation;كان يبدع في تشكيل الخشب وصنع الأثاث بأشكال فنية جميلة.كان ماهرا جدا في مهنة [MASK].;النجارة
general_knowledge;WorkandOccupation;كان يعتني بالمحاصيل من الفجر حتى غروب الشمس ويطعم الماشية.هذه هي الانشطة الاساسة التي تميز مهنة [MASK].;المزارع الفلاح الزراعة الفلاحة
everyday_situation general_knowledge;WorkandOccupation;كانت ليلى تحيك الفساتين وتضيف لها لمسات أنيقة تناسب كل زبونة.كانت ليلى تحب مهنة [MASK].;الخياطة
everyday_situation problem_solving;WorkandOccupation;كان علي بحاجة إلى من يوصله إلى العمل بعد تعطل سيارته.اتصل بـسائق [MASK].;اجرة تاكسي تكسي
everyday_situation general_knowledge;WorkandOccupation;كان المكان يحتاج إلى شخص يضمن الأمان خلال الليل.قامو بتوظيف [MASK].;حارس
everyday_situation general_knowledge;WorkandOccupation;كانت القضية معقدة وتحتاج إلى خبرة قانونية.وكّلوا [MASK].;محامي
everyday_situation general_knowledge;WorkandOccupation;كان المريض يحتاج إلى رعاية مستمرة بعد العملية.قامو بتعيين [MASK].;ممرضة ممرض
everyday_situation general_knowledge;WorkandOccupation;أحب أحمد مساعدة الأطفال على فهم الدروس الصعبة.درس بجد ليصبح [MASK].;معلما مدرسا
everyday_situation general_knowledge;ChemicalSubstances;كانت الأزهار تذبل تحت أشعة الشمس الحارقة.قامت سهام باحضار [MASK].;الماء
everyday_situation general_knowledge;ChemicalSubstances;عندما كانت سعاد تطبخ الحساء، احست انه بدون طعم.أخذت ملعقة صغيرة وأضافت بعض [MASK].;الملح
general_knowledge;ChemicalSubstances;بدأ الغواص يشعر بضيق في التنفس عندما كان تحت الماء لفترة طويلة.عاد إلى السطح ليحصل على [MASK].;الأكسجين الهواء
everyday_situation general_knowledge;ChemicalSubstances;كان الشاي الذي قدمته الجدة مرًا للغاية ولم يكن مناسبًا لضيوفها.أحضرت العلبة وأضافت قليلاً من [MASK].;السكر
general_knowledge;ChemicalSubstances;لاحظت أن مياه المسبح بدأت تبدو خضراء بسبب الطحالب.أضاف العامل مادة [MASK].;الكلور
general_knowledge;ChemicalSubstances;كانت الجسور القديمة مشهورة بمتانتها وقوتها، فقد صُنعت من مادة قوية جدًا.كان العنصر الأساسي في بنائها هو [MASK].;الحديد الحجر الخرسانة
general_knowledge;ChemicalSubstances;كان الحلي الذي تلبسه الاميرة أصفر ببريق.كان مصنوعًا من [MASK].;الذهب
general_knowledge;ChemicalSubstances;كانت المركبة الفضائية تعتمد على وقود خاص يمكنه إنتاج طاقة كبيرة.كان المكون الأساسي في الوقود هو [MASK].;الهيدروجين
general_knowledge;ChemicalSubstances;في العصور القديمة، كان يستخدم جهاز لمعرفة درجة الحرارة يحتوي على مادة سائلة تتأثر بالحرارة.يسمى السائل ب [MASK].;الزئبق
general_knowledge;ChemicalSubstances;كانت النباتات تحتاج إلى عنصر معين في التربة لتحسين نموها وزيادة إنتاجها.أضاف المزارع السماد الغني بـ [MASK].;النيتروجين
everyday_situation general_knowledge;ChemicalSubstances;بعد ساعات من المشي في الصحراء، شعر أحمد بالعطش الشديد.بحث عن مكان يمكنه أن يجد فيه بعض [MASK].;الماء
everyday_situation general_knowledge;ChemicalSubstances;بدأت سارة بتحضير العشاء لكنها لاحظت أن الطعام يحتاج إلى نكهة إضافية.فتحت الخزانة لتبحث عن [MASK].;الملح التوابل البهارات
everyday_situation general_knowledge;ChemicalSubstances;بينما كان ينظف خزانة العائلة القديمة، لفت انتباهه لمعان أصفر تحت طبقة من الغبارعندما مسح الغبار، اكتشف أنها حلقة مصنوعة من [MASK].;الذهب
everyday_situation general_knowledge;ChemicalSubstances;قدمت الجدة القهوى لاحفادها فلاحظت انها مرة قليلا.سألتهم إن كانوا يريدون إضافة القليل من [MASK].;السكر
general_knowledge;ChemicalSubstances;شعر الغواص بالدوار بعد الصعود السريع إلى السطح.كان بحاجة إلى [MASK].;العلاج الراحة علاج
general_knowledge;ChemicalSubstances;خلال ترميم البوابة القديمة، لاحظ عمر أن الإطار أصبح مغطى بطبقة من الصدأ.كان الاطار مصنوعا من مادة [MASK].;الحديد
everyday_situation general_knowledge;ChemicalSubstances;كانت حنان تحب احساس الفقاعات الغازية في حلقها.في المطعم طلبت من النادل ان يحضر لها كاسا من [MASK].;الصودا
general_knowledge;ChemicalSubstances;كان الحرفي يصنع أواني المطبخ من معدن يميل لونه إلى الأحمر ويتميز بلمعانه.ذهبت ليلى الى متجره لتشتري صينية من [MASK].;النحاس
general_knowledge;ChemicalSubstances;أثناء إشعال الموقد التقليدي، لاحظ سامر رائحة مميزة عند احتكاك رأس عود الثقاب.عرف أن السبب هو مادة [MASK].;الكبريت
general_knowledge;ChemicalSubstances;لاحظ الصائغ أن الخاتم اللامع بدأ يكتسب طبقة سوداء رقيقة على سطحه.فحصه وتأكد أنه مصنوع من [MASK].;الفضة
general_knowledge;ChemicalSubstances;قبل بدء التجربة، طلب المعلم من الطلاب إزالة أي مجوهرات ذهبية كانوا يرتدونها.ثم أوضح أن سبب ذلك هو أنهم سيتعاملون مع مادة [MASK].;الزئبق
everyday_situation general_knowledge;ManufacturedMaterials;كان أحمد يبحث قارورات مياه غير قابلة للكسر.وجد اخيرا في المراب قارورات من [MASK].;البلاستيك
everyday_situation general_knowledge;ManufacturedMaterials;احتاجت سارة إلى ان تكون ألواح النافذة لا تمنع دخول الضوء.اشترت ألواح من [MASK].;الزجاج
general_knowledge problem_solving;ManufacturedMaterials;عد دراسة متأنية لمواصفات ناطحة السحاب الجديدة، بحث المهندس عن مادة بناء تتميز بالقوة والمتانة لتتحمل الأوزان الثقيلة والعوامل الجوية القاسية.قرر الفريق الهندسي استخدام [MASK].;الفولاذ الخرسانة المسلحة الحديد
general_knowledge;NaturalMaterials;كانت الأم تبحث عن خامة مريحة وخفيفة لخياطة ملابس مناسبة للصيف.اختارت الأقمشة المصنوعة من [MASK].;القطن
everyday_situation general_knowledge;ManufacturedMaterials;في فصل الرسم، طلب المعلم من التلاميذ إحضار ما يرسمون عليه.قام الجميع باستخدام [MASK].;الورق اللوحات دفاتر الاوراق
general_knowledge problem_solving;ManufacturedMaterials;كان المهندس يبحث عن مادة خفيفة الوزن مقاومة للصدأ لتصنيع إطارات النوافذ.بعد مقارنة عدة خيارات، قرر استخدام [MASK].;الألومنيوم
general_knowledge;ManufacturedMaterials;سمعت صوت ارتطام عالٍ ثم رأيت الشظايا تتطاير.كانت النافذة مصنوعة من [MASK].;الزجاج
everyday_situation general_knowledge;ManufacturedMaterials;ارتفعت الشرارات في الهواء بينما كان الرجل يعمل بتركيز في الورشة.كان يشكّل قطعة كبيرة من [MASK].;الحَدِيد
general_knowledge;ManufacturedMaterials;على الشاطئ، كانت الأمواج تجرف قوارير خفيفة الوزن وملونة.اتضح أن معظمها مصنوع من [MASK].;البلاستيك
general_knowledge problem_solving;ManufacturedMaterials;كان هيكل المبنى الجديد يتطلب مادة أقوى وأمتن من الحديد العادي.اختار المهندسون لبناء الأساسات مادة [MASK].;الفُولَاذ الخرسانة المسلحة
general_knowledge;ManufacturedMaterials;كانت الأساسات تحتاج إلى مادة تصب سائلة ثم تتصلب لتصبح قوية كالصخر.قام العمال بتحضير الخليط الرمادي المعروف باسم [MASK].;الخَرَسَانَة
general_knowledge;ManufacturedMaterials;كان الغبار الرمادي يملأ الجو حول موقع البناء بينما تُفرغ الأكياس الثقيلة.مزجو الرمل والحصى مع [MASK].;الأسمنت
general_knowledge;ManufacturedMaterials;أراد النجار صنع طاولة .احضر الواح من [MASK].;الخشب
general_knowledge;ManufacturedMaterials;بينما كان الصائغ ينظف القطعة القديمة، لاحظ لونها المائل إلى الأحمر البرتقالي.فعرف على الفور أنها مصنوعة من [MASK].;النحاس
general_knowledge;ManufacturedMaterials;كان المصنع ينتج علب المشروبات.يصنعونها من مادة خفيفة ولامعة تُسمى ب [MASK].;أَلُومِنْيُوم الالومنيوم
general_knowledge problem_solving;ManufacturedMaterials;كان يريد منزلا يحمي من حرارة الشمس وبرودة الشتاء.قرر ان يستخدم مادة [MASK].;القِرْمِيد الطوب عازلة
everyday_situation general_knowledge;ManufacturedMaterials;قرر أحمد تجديد الحمام ليصبح أكثر أناقة وسهولة في التنظيف.بدأ بوضع قطع ال [MASK].;البلاط السيراميك
everyday_situation general_knowledge;ManufacturedMaterials;لاحظت ليلى أن الأسعار في المحلات ارتفعت بشكل ملحوظ في الأسابيع الأخيرة.أصبح شراء المجوهرات المصنوعة من [MASK].;الذهب
general_knowledge;NaturalMaterials;كان النجار يتقن صنع الطاولات.كانت الطاولة مصنوعة من [MASK].;الخشب
general_knowledge;NaturalMaterials;كانت الأسلاك الكهربائية تُصنع من مادة تتميز بنقلها العالي للكهرباء.كانت الأسلاك مصنوعة من مادة [MASK].;النحاس
everyday_situation general_knowledge;NaturalMaterials;كان الصباح هادئًا والشمس تشرق على الشاطئ.مشينا حفاة الأقدام على ال [MASK].;الرمل
general_knowledge;ManufacturedMaterials;احتاج عمال البناء إلى مادة قوية ومتماسكة لربط الطوب ببعضه.قاموا بخلط الرمل والماء مع [MASK].;الإسمنت
general_knowledge;NaturalMaterials;أراد الحرفي صناعة حقيبة متينة ومرنة وقابلة للاستخدام لفترة طويلة.صنع الحقيبة باستخدام مادة [MASK].;الجلد السعف
general_knowledge;NaturalMaterials;كانت ليلى تريد تجديد أرضية منزلها لتقليل الطاقة السلبية وفق قواعد الفانغ شوي.قررت استخدام ألواح من [MASK].;الخشب
general_knowledge;NaturalMaterials;أراد سامي بناء مدخل منزله بطريقة تعكس قوة وثبات التصميم التقليدي.لذلك اختار تغطية الأرضية بقطع من [MASK].;الحجر الرخام البازلت الفسيفساء
general_knowledge;NaturalMaterials;بعد رحلة إلى الهند، انبهر أحمد بالحقول البيضاء الشاسعة التي تمتد على مد البصر.جمع الفلاحون محصولهم من [MASK].;القُطْن
general_knowledge;NaturalMaterials;كانت الحديقة تحتاج إلى مادة متينة وطبيعية لتزيين الممرات بطريقة تقليدية.قرر العمال بناء الممر باستخدام قطع من [MASK].;الحجر الحصى الحجارة الطوب الطين الأحجار قشور الخشب
general_knowledge;NaturalMaterials;كان المصمم يبحث عن مادة فاخرة وأنيقة تصلح لتغطية أرضية القصر.اختار أن تكون الأرضيات مغطاة بألواح من [MASK].;الرخام
everyday_situation general_knowledge;NaturalMaterials;احتاج الحرفي إلى مادة طبيعية تضيف لمسة بحرية إلى الحلي التي يصنعها.قام بتزيين القلادة باستخدام قطع من [MASK].;الصدف الاصداف اللؤلؤ المرجان
general_knowledge;NaturalMaterials;كان الفنان يستعد لصنع أواني فخارية.بدأ في تشكيل كريات من [MASK].;الطين الصلصال
everyday_situation general_knowledge;NaturalMaterials;رغب الأطفال في بناء قلعة على الشاطئ.احضرو دلوا من الماء لتتماسك [MASK].;الرمال الرمل
general_knowledge;NaturalMaterials;كان المهندس يحتاج إلى مادة طبيعية شديدة الصلابة لتغطية أسطح المطابخ.تم تركيب الأسطح باستخدام ألواح من [MASK].;الجرانيت الرخام البازلت
everyday_situation general_knowledge;NaturalMaterials;احتاجت العائلة إلى مادة سريعة الاشتعال تنتج حرارة عالية لفترة طويلة لشواء اللحوم.في الموقد وضعوا قطعًا من [MASK].;الفحم
everyday_situation general_knowledge;NaturalMaterials;بحث المزارع عن مادة عازلة للمطر وخفيفة الوزن ومتوفرة محلياً لسقف كوخه الريفي.بدأ في تغطية السقف باستخدام حزم من [MASK].;القش السعف القصب
general_knowledge;NaturalMaterials;في عصر بناة الأهرامات، استخدموا مادة بيضاء ملساء يمكن نحتها بدقة، تتصلب مع الوقت وتقاوم العوامل الجوية.قصّ العمال آلاف القطع من الحجر [MASK].;الجيري
general_knowledge;NaturalMaterials;كان القميص الجديد ناعمًا ولماعًا كالتي تنتجها دودة القز.أخبرها البائع أنه مصنوع من [MASK].;الحرير
general_knowledge;NaturalMaterials;في الشتاء، كانت الملابس الثقيلة تحمي من البرد القارس.كانت الكنزة الجديدة مصنوعة من [MASK].;الصوف
general_knowledge;NaturalMaterials;ترك العامل الأعمدة مكشوفة لفترة طويلة، فبدأت تظهر عليها بقع حمراء نتيجة الصدأ.كانت مصنوعة من [MASK].;الحديد الفولاذ
everyday_situation general_knowledge;NaturalMaterials;أرادت شراء خاتم أقل تكلفة من الذهب ولا يصدأ.اشترت خاتمًا مصنوعًا من [MASK].;الفِضَّة
general_knowledge problem_solving;NaturalMaterials;لاحظ السباك أن الأنابيب القديمة تظهر عليها آثار خضرة بسبب التأكسد.فقرر استبدالها بانابيب من [MASK].;النحاس البلاستيك pvc
everyday_situation general_knowledge;NaturalMaterials;كانت النافذة مكسورة بعد العاصفة.قرر أن يستبدل الجزء المكسور بقطعة جديدة من [MASK].;الزجاج
everyday_situation general_knowledge;Accessories(glasses,watches);كان يعاني من ضعف في الرؤية، فقرر زيارة طبيب العيون.في اليوم الموالي ذهب لشراء [MASK].;النظارات نظارات عدسات
everyday_situation problem_solving;Accessories(glasses,watches);في الحفل، أراد أن يكون متأكدًا من الوقت ليغادر في الوقت المناسب.نظر إلى [MASK].;الساعة ساعته
everyday_situation general_knowledge;Accessories(glasses,watches);كانت العروس متوترة في يوم زفافها، وكانت تستعد لتبادل العهود مع عريسها.البسها [MASK].;الخاتم خاتم
problem_solving general_knowledge;Accessories(glasses,watches);أراد الصائغ صنع قطعة مجوهرات تناسب المناسبات الرسمية وتتميز بمرونتها لتناسب جميع مقاسات المعصم.قام بتصميم [MASK].;الأساور اسوارة سوار
everyday_situation problem_solving;Accessories(glasses,watches);كان يستعد للخروج من المنزل ويرتدي ملابسه بشكل متقن و لكن سرواله كان كبيرا.وضع [MASK].;الحزام حزاما
everyday_situation;Accessories(glasses,watches);كانت تستعد للخروج من المنزل و حضرت اغراضها بما فيها الهاتف و المحفظة.قامت بوضعها في [MASK].;الحقيبة حقيبتها
everyday_situation general_knowledge;Accessories(glasses,watches);كانت الشمس ساطعة في السماء، وأراد أن يحمي رأسه من الحر.وضع على رأسه [MASK].;القبعة قبعته
everyday_situation general_knowledge;Accessories(glasses,watches);عندما ذهب إلى الشاطئ، كان من الضروري أن يحمي عينيه من أشعة الشمس.لبس [MASK].;النظارات نظاراته نظارات
everyday_situation general_knowledge;Accessories(glasses,watches);في فصل الشتاء البارد، كانت تحتاج إلى شيء لتدفئة رقبتها.أخذت [MASK].;الوشاح وشاحًا
everyday_situation general_knowledge;Accessories(glasses,watches);كانت تستعد لحضور الحفل و احست ان اذنيها فارغة.بحثت في صندوق الاكسسوارات ووجدت [MASK].;الحلق اقراطها اقراطا
everyday_situation general_knowledge;Accessories(glasses,watches);كان الرجل قد اعطى للبائع النقود من اجل الساعة التي اشتراها.فتح جيبه الداخلي ووضع فيه [MASK].;المحفظة محفظته محفظة
everyday_situation general_knowledge;Accessories(glasses,watches);أدرك أحمد أنه قد يفوّت موعد الطائرة بعد أن توقف هاتفه عن العمل.التفت إلى معصمه الأيسر ليتحقق من [MASK].;الساعة
everyday_situation general_knowledge;Accessories(glasses,watches);لإبهار ضيوف العشاء، أرادت سامية إضافة لمسة نهائية تلفت الانتباه إلى منطقة العنق .ارتدت [MASK].;عقدا طوقا سلسلة قلادة
everyday_situation general_knowledge;Accessories(glasses,watches);أحبّت الأم الهدية التي أهدتها لها ابنتها.كانت لآلئ بيضاء متدلية حول [MASK].;عنقها رقبتها خط رقبتها معصمهم اذنها
everyday_situation general_knowledge;Accessories(glasses,watches);كان هشام مستعدا ليطلب يدها الى الزواج.اتجه إلى أشهر صائغ في المدينة واشترى [MASK].;خاتم
everyday_situation general_knowledge;Accessories(glasses,watches);قبل رحلتها إلى إسطنبول، كانت سارة تحتاج إلى شيء يحمل كل أغراضها بسهولة.وقعت عيناها في المحل على [MASK].;حقيبة شنطة
everyday_situation general_knowledge;Accessories(glasses,watches);فقدت محلول تنظيف العدسات عند الذهاب الى التخييم.لحسن الحظ اني جلبت [MASK].;نظارتي
everyday_situation general_knowledge;Accessories(glasses,watches);ارادت ريم ان تكون صورة امها دائما معلقة في عنقها.قامت بشراء [MASK].;قلادة
everyday_situation general_knowledge;Accessories(glasses,watches);أحب أحمد أن يقتني شيئًا يضعه حول عنقه كتذكار من رحلته.في متجر المجوهرات، وقع اختياره على [MASK].;سلسلة قلادة تعليقة
everyday_situation general_knowledge;Accessories(glasses,watches);لاحظت الجدة أن معصم حفيدتها فارغ فابتسمت.في عيد ميلادها، قدّمت لها [MASK].;إسوارة
everyday_situation general_knowledge;Accessories(glasses,watches);بحثت سارة عن قطعة صغيرة تزين بها كتف فستانها.اختارت من صندوق مجوهراتها [MASK].;بروش دبوسا قطعة
everyday_situation general_knowledge;Footwear;كان حافي القدمين و يستعد للخروج .فتح الخزانة للبحث عن [MASK].;الحذاء حذاءه نعل
everyday_situation problem_solving;Footwear;بحثت عن حذاء صيفي خفيف يناسب فستانها الملون ويظهر جمال أصابع قدميها.من بين جميع الخيارات، أعجبت أكثر ب [MASK].;الصندل
everyday_situation general_knowledge;Footwear;كان يخطط للذهاب إلى صالة الألعاب الرياضية لممارسة التمارين.ارتدى الحذاء [MASK].;الرياضي الجري التدريب
everyday_situation general_knowledge;Footwear;كانت السماء ملبدة بالغيوم وتنبئ بهطول الأمطار في أي لحظة.نزع حذاءه و قام بارتداء حذاء [MASK].;مطاطي نيلون مطر مضاد
everyday_situation problem_solving;Footwear;كان عليه حضور اجتماع مهم في المكتب، وقرر أن يرتدي شيئًا أنيقًا.اختار حذاءه [MASK].;الجلدي الكلاسيكي الرسمي الفاخر
everyday_situation general_knowledge;Footwear;كان يستعد للركض في المسار القريب من منزله.ارتدى الحذاء [MASK].;الرياضي الجري التمرين
everyday_situation general_knowledge;Footwear;كانت متحمسة لحضور الحفل الكبير الذي يزوره العديد من الأشخاص المشهورين.اختارت الحذاء ذو الكعب [MASK].;العالي
everyday_situation general_knowledge;Footwear;قبل ذهاب ابنتها إلى المدرسة، أرادت أمها تغطية أذنيها من البرد والمطر.فتشت في الخزانة لكنها لم تعثر على [MASK].;قبعة وشاح
everyday_situation;Footwear;عند عودته إلى المنزل بعد يوم طويل في العمل، أراد أن يشعر بالراحة.خلع حذاءه وارتدى [MASK].;الشباشب الشبشب نعله النعال نعالا
everyday_situation general_knowledge;Footwear;كان يشارك في مسابقة الجري في السباق المحلي ويحتاج إلى أحذية مريحة.ارتدى حذاءه [MASK].;الرياضي
everyday_situation general_knowledge;Footwear;بعد يوم كامل من الجولات السياحية، ظهرت بثور على قدمي أحمد.أدرك أنه بحاجة إلى استبدال [MASK].;حذاءه
everyday_situation general_knowledge;Footwear;أراد سامي غسل أرضية الفناء بالماء والصابون.انتعل [MASK].;نعل نعال حذاء
everyday_situation general_knowledge;Footwear;كان الشتاء قارسًا هذا العام، وكانت الطرق مغطاة بالثلوج والمياه الموحلة.بحث أحمد عن [MASK].;جزمته بوته حذائه
everyday_situation general_knowledge;Footwear;كان خالد يستعد لحضور حفل زفاف رسمي ويتطلب الأمر ارتداء زي أنيق كامل.اختار أن ينتعل حذاءه [MASK].;الكلاسيكي الرسمي الفاخر الجلد
everyday_situation general_knowledge;Footwear;كانت الأرض مغطاة بالثلوج الكثيفة، وكان أحمد بحاجة لحذاء يحمي ساقيه من البرد والرطوبة.لهذا اشترى [MASK].;بوت جزمة حذاء
everyday_situation general_knowledge;Footwear;كانت أمي تبحث عن شيء مريح وخفيف لرجلها.اشترت [MASK].;شبشب نعل نعال
everyday_situation general_knowledge;Footwear;في يوم صيفي شديد الحرارة، أراد سامي حذاءً مفتوحاً من الخلف، مصنوعًا من الجلد الطري، خفيف الوزن ليحمي قدميه من الشمس مع إبقائهما مريحتين.فبدّل حذاءه المعتاد بـ [MASK].;خف صندل شبشب
everyday_situation general_knowledge;Footwear;كان المزارع يعمل في حقل موحل بعد هطول أمطار غزيرة، ويحتاج إلى حذاء مطاطي طويل الساق يمنع الطين من الوصول إلى قدميه.لذلك ارتدى [MASK].;بوت جزمة
everyday_situation general_knowledge;Footwear;في صباح ممطر، امتلأت الطرق بالمياه الراكدة، وكان أحمد يبحث عن حذاء مطاطي قصير يُلبس بسرعة ويحمي القدم من البلل.فأخرج من الخزانة [MASK].;جزمته بوته
everyday_situation general_knowledge;Footwear;كانت الأم تنظف الحمام وتخشى أن تبلل قدميها، فأحضرت حذاءً خشبيًا ذو قاعدة مرتفعة يُصدر صوتًا مميزًا عند المشي.اخبرت ابنتها بانه يعرف باسم [MASK].;القبقاب
everyday_situation general_knowledge;TypesofClothes(shirts,pants);كان الجو حارًا جدًا، وكان يبحث عن ملابس خفيفة لارتدائها.اخذ من خزانة اخيه [MASK].;القميص قميصا تيشيرتا شورتا
everyday_situation general_knowledge;TypesofClothes(shirts,pants);كانت السماء تمتلئ بالغيوم، وكان من المتوقع أن تنخفض درجة الحرارة.ارتدى محمد [MASK].;الجاكيت جاكيت معطف معطفا سترة
everyday_situation;TypesofClothes(shirts,pants);كانت فتيحة مستعدة لحضور حفلة زفاف صديقها المقرّبة.لبست اجمل [MASK].;فستان ثوب
everyday_situation general_knowledge;TypesofClothes(shirts,pants);كان عليه أن يذهب إلى مقابلة عمل مهمة.قام باستعارة [MASK].;البدلة بدلة
everyday_situation general_knowledge;TypesofClothes(shirts,pants);اشتد البرد عندما خرج إلى الشرفة ليلًا.لذلك ارتدى فوق قميصه [MASK].;سُترة جاكيت معطف
everyday_situation general_knowledge;TypesofClothes(shirts,pants);لاحظ علي أن درج ملابسه يفتقد قطعة بأكمام وياقة يرتديها مع ربطة عنق.كان عليه ان يشتري [MASK].;قميصا
everyday_situation general_knowledge;TypesofClothes(shirts,pants);مع انخفاض درجة الحرارة إلى ما دون الصفر، أصبحت سروالي القصير غير مناسب.فتحتُ خزانتي وأخرجت [MASK].;بنطالا سروالا بنطلون
everyday_situation general_knowledge;TypesofClothes(shirts,pants);قبل حفل زفاف صديقتها بيوم، كانت هدى تبحث عن لباس أنيق من قطعة واحدة يناسب المناسبة.أخيرًا وجدت [MASK].;فستان
everyday_situation general_knowledge;TypesofClothes(shirts,pants);بينما كان خالد ينتظر الباص صباحًا، اخترقت الرياح الشتوية معطفه الخفيف.تمنى لو أنه ارتدى [MASK].;سترة جاكيت معطفا طويل
everyday_situation general_knowledge;TypesofClothes(shirts,pants);كانت ذاهبة إلى حفل زفاف وتبحث عن شيء فضفاض ليغطي فستانها.وجدت [MASK].;عباءة جلابة جلابية شالا معطفا
